,New Code,Children in Poverty; % of children aged under 16 in poverty; 2011,Employment; Adults not in Employment - 2011 Census; % of households with no adults in employment with dependent children,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-64),Employment; Economic Activity (Percentages) - 2011 Census; Economically active %,Employment; Economic Activity (Percentages) - 2011 Census; Economically active: % Unemployed,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-74),Employment; Lone Parent Not in Employment - 2011 Census; Lone parent not in employment %,Health and Disability; General Health - 2011 Census; % People whose Day-to-day activities are limited a lot,Health and Disability; General Health - 2011 Census; % People with Bad or Very Bad Health,Life Expectancy; Life expectancy at birth (all persons); 2007-2011,Life Expectancy; Male life expectancy; 2007-2011,Out-of-Work Families; Rates children (0-18) living in Out-of-work Benefit Claimant Households; 2011,Population and Age; Age structure (percentage) - 2013; Aged 0-15,Population and Age; Age structure (percentage) - 2013; Aged 16-64,Population and Age; Age structure (percentage) - 2013; Aged 65+,Qualifications; Qualifications and Students - 2011 Census; % of 16+ who are schoolchildren and full-time students: Age 18 and over
291,E05000316,19.5,4.604016673,73.23332507,70.8,6.796563363,65.96091205,44.60093897,8.5,5.2,83.1570185,80.13596968,17.33333333,19.30501931,61.003861,19.30501931,3.1
292,E05000317,12.2,2.315087306,74.9068323,70.5,5.377973034,66.74503099,36.93693694,7.5,4.4,81.57917671,79.58287827,10.72727273,16.98841699,61.003861,22.39382239,2.8
293,E05000318,22.8,5.085085085,72.42206235,70.6,8.044188579,64.91652021,45.49356223,7.9,5.2,81.20418258,78.80184606,20.16949153,19.21568627,62.74509804,18.03921569,3.4
294,E05000319,21.1,4.09015025,74.44597701,75.1,7.645020677,69.32628576,44.4015444,7.5,4.9,80.96038496,77.70887815,17.31343284,18.89534884,67.15116279,13.95348837,3.6
295,E05000320,13.5,2.578495001,76.1392178,72.4,6.142611684,67.97677071,34.17366947,8.9,5.1,81.70147028,79.06893897,12.90909091,15.98513011,62.82527881,21.18959108,3.1
296,E05000321,25.5,6.031629275,70.53317536,70.2,9.308194774,63.69513085,48.05914972,8.6,5.6,79.61256018,77.64293896,22.17391304,21.40468227,62.20735786,16.72240803,3.7
297,E05000322,13.0,3.214859796,77.2732498,74.4,5.098684211,70.56665308,42.69662921,6.5,4.0,82.77303052,81.03544135,11.05263158,17.73584906,64.90566038,16.98113208,3.3
298,E05000323,4.8,1.256626743,76.3928113,70.8,4.121475054,67.91044776,25.56818182,7.2,4.1,81.61024409,80.1516059,3.962264151,15.95330739,60.31128405,23.73540856,3.2
299,E05000324,28.4,8.583391486,64.95332359,68.8,10.99500227,61.25703565,53.11111111,6.9,5.0,79.89243832,78.30902842,24.375,24.18772563,65.70397112,9.747292419,9.2
300,E05000325,32.3,9.301856336,63.97822361,68.4,11.75585055,60.39149574,52.52365931,7.4,5.7,78.74788125,76.68825321,26.48351648,25.64102564,65.06410256,9.294871795,8.6
301,E05000326,26.3,5.715551617,57.54772683,62.4,12.18690494,54.78388011,43.88489209,6.4,4.5,80.36003685,78.96707272,20.0,15.75342466,73.28767123,10.95890411,29.7
302,E05000327,11.0,2.679576672,77.5606469,74.8,5.078500481,70.97508385,31.57894737,6.1,3.8,83.02720809,81.07096499,8.965517241,20.0,63.75,16.25,3.0
303,E05000328,22.1,6.013824885,70.97011269,71.3,7.848022423,65.74825019,45.5399061,6.6,4.2,81.39483519,80.34558167,17.5,22.22222222,65.13409962,12.64367816,6.8
304,E05000329,9.9,1.647307286,76.79280233,71.8,4.029187817,68.86738759,30.0,5.4,3.2,85.36464563,82.28977166,7.592592593,17.2,62.0,20.8,3.8
305,E05000330,20.1,3.690159574,75.72094996,73.7,5.811878664,69.415743,40.09661836,8.7,5.6,80.07181123,78.41970325,17.05882353,19.73684211,63.15789474,17.76315789,3.0
306,E05000331,25.6,6.651685393,71.72891708,74.3,8.178328905,68.26163301,48.77505568,5.2,4.2,80.71060481,78.28629336,22.88135593,21.40077821,68.87159533,9.727626459,6.1
307,E05000332,21.5,5.609326881,72.3870814,73.4,7.608857185,67.78238116,41.20267261,6.4,4.2,80.35215068,78.00183954,18.16901408,22.76119403,65.29850746,11.94029851,7.1
308,E05000333,5.9,1.397712834,76.56372472,71.9,4.246084167,68.87471155,24.42748092,6.0,3.2,84.54997238,82.16171296,5.0,17.75700935,61.68224299,20.56074766,4.1
309,E05000334,10.4,2.286348502,80.53206003,77.3,4.314159292,74.00391102,30.79847909,5.9,3.5,82.887604,81.81477975,9.259259259,20.0,63.82978723,16.17021277,3.1
310,E05000335,9.2,2.293577982,73.31422537,69.6,4.661095636,66.35646892,41.78403756,7.4,4.7,83.77240963,82.51423943,8.0,15.81395349,62.79069767,21.39534884,4.4
311,E05000336,14.2,3.142368534,74.26749864,72.3,6.149776823,67.80936455,36.996337,6.9,4.3,83.48064959,81.08266384,12.26415094,18.90756303,63.44537815,18.06722689,4.1
312,E05000337,28.7,8.672261674,66.83678783,69.8,9.578597172,63.12784283,51.31578947,6.0,4.5,81.18108112,77.17667976,25.16483516,25.97402597,64.93506494,8.766233766,8.7
313,E05000338,12.4,4.233827638,77.54660253,76.8,6.008277437,72.15952668,39.02439024,5.9,3.8,81.25420059,79.11543944,16.0,20.39215686,66.2745098,12.94117647,3.4
314,E05000339,30.5,9.338772005,63.22191665,67.9,11.93165363,59.82098948,55.09090909,7.8,5.8,78.62748635,76.78205645,27.16049383,23.63013699,66.43835616,9.931506849,9.6
315,E05000340,17.3,2.732814799,74.04666332,71.9,5.563325563,67.87668938,37.21973094,6.7,4.1,81.67271167,80.04109451,11.34615385,18.03921569,65.88235294,16.07843137,6.9
316,E05000341,24.1,4.665851671,56.83966636,60.9,10.9984288,54.1920334,47.11538462,5.4,4.1,80.31454994,78.27668892,19.36170213,13.22033898,77.28813559,9.491525424,32.9
317,E05000342,32.7,7.443846297,69.04257573,71.2,9.019983575,64.74771089,48.51973684,8.0,5.2,78.57485455,76.43576808,29.23076923,23.15436242,65.43624161,11.40939597,7.3
318,E05000343,11.9,2.162988857,78.16870944,75.2,4.620630861,71.74554316,29.34362934,6.6,4.1,82.4016236,80.65778059,10.88888889,17.85714286,64.73214286,17.41071429,2.9
319,E05000344,28.9,8.898395722,66.13224237,70.8,10.68188469,63.27355655,49.14463453,6.1,4.6,81.68727222,79.3262109,25.36585366,26.07142857,66.07142857,7.857142857,8.0
320,E05000345,31.1,7.690759009,68.24179542,71.2,9.156590976,64.6824147,49.47916667,7.2,5.2,79.58651447,77.61594395,28.55072464,22.67657993,67.65799257,9.665427509,9.4
321,E05000346,26.9,6.565136859,72.23142451,73.7,7.737918767,67.95501692,49.01960784,7.3,5.1,79.6643492,77.97030597,23.48484848,22.22222222,66.2835249,11.49425287,5.0
322,E05000347,30.0,5.92878737,67.98918815,71.0,9.191639386,64.47344895,48.91696751,6.8,5.0,81.93709276,78.99470595,27.04918033,17.79935275,72.16828479,10.03236246,11.8
323,E05000348,13.6,2.820671196,76.14334043,76.4,5.401745411,72.2976081,42.06008584,4.4,3.1,82.10786042,80.88154905,10.625,18.37606838,69.65811966,11.96581197,5.3
324,E05000349,13.4,2.917564128,77.36743606,76.3,4.291461779,73.06336025,39.62264151,5.3,3.6,84.57323054,83.01927621,12.4,18.56540084,68.35443038,13.08016878,4.4
325,E05000350,29.2,7.37913486,65.64903562,68.3,10.08309364,61.41672124,51.61290323,7.7,5.6,79.9493917,77.25715734,26.66666667,21.56862745,68.23529412,10.19607843,9.5
326,E05000351,22.6,5.545023697,71.57730349,71.5,7.277227723,66.29306277,44.83695652,8.3,5.9,77.05975376,75.57069182,21.42857143,20.08368201,66.94560669,13.38912134,5.7
327,E05000352,26.7,7.311199037,71.82610325,74.9,7.885687181,68.95082549,47.87077827,5.0,3.7,81.09940144,79.42958935,22.47311828,25.47169811,67.9245283,6.918238994,4.9
328,E05000353,32.2,8.707804773,66.8911193,70.0,9.955052439,62.99790356,52.75862069,7.1,5.5,81.81230384,78.10311715,27.28571429,23.6,64.8,11.2,5.2
329,E05000354,24.7,5.819397993,72.8901584,73.2,6.849983729,68.21973308,47.83653846,6.4,4.8,80.90782527,79.06027358,21.25,20.74688797,66.80497925,12.03319502,5.0
330,E05000355,24.1,6.083162218,66.58716909,69.0,9.391913403,62.54257774,52.61437908,7.1,5.6,80.35182108,77.34956978,20.83333333,20.39215686,68.23529412,10.98039216,9.6
331,E05000356,25.3,5.994005994,67.50881316,69.3,8.779576588,63.1737818,48.69281046,6.6,4.7,84.1836506,84.09537139,20.32786885,19.921875,69.140625,10.9375,8.8
332,E05000357,32.5,9.188247012,62.21820374,65.5,11.23880345,58.15524305,57.42574257,7.7,5.8,80.57925106,78.54562076,30.58823529,22.56809339,66.53696498,10.50583658,8.5
333,E05000358,19.6,4.197622585,71.36317861,74.3,8.877374784,67.68730756,42.8125,5.5,3.7,82.64792112,78.92455629,14.15384615,19.31464174,71.33956386,9.345794393,11.8
334,E05000359,27.3,7.670396745,67.5970516,70.9,9.227969847,64.39240273,54.75206612,6.2,4.8,82.09632888,77.43783738,21.125,23.60655738,68.19672131,8.196721311,10.3
335,E05000360,9.9,2.510141988,74.08787256,73.9,6.393129771,69.19007876,30.51643192,5.5,3.8,85.17826978,82.58642021,11.48148148,18.6440678,67.79661017,13.13559322,6.4
336,E05000361,20.9,4.461343473,69.62684088,71.4,8.703096019,65.20277155,53.19148936,7.8,5.6,78.38180701,76.0118476,16.53846154,18.14814815,71.48148148,10.74074074,10.9
337,E05000362,31.5,7.010014306,70.63886532,73.0,8.050781855,67.10734463,52.37113402,7.7,5.5,78.88622228,75.87380908,29.33333333,21.63265306,67.75510204,10.20408163,6.2
338,E05000363,15.0,3.356964137,75.25013744,75.3,6.25415835,70.63364748,42.73858921,5.0,3.6,82.23787903,81.5718294,10.35714286,18.58736059,68.40148699,12.6394052,6.4
339,E05000364,27.3,5.405872193,73.01767807,74.6,6.721820062,69.61219371,46.81724846,6.5,4.6,77.62351785,75.9188278,24.67741935,19.85815603,70.56737589,9.574468085,5.6
340,E05000365,16.0,2.535366526,76.9622093,76.9,5.181647127,72.90229245,46.875,5.9,3.9,83.77317333,80.69120788,14.87179487,15.18987342,71.30801688,13.08016878,4.4
341,E05000366,36.7,5.993861708,68.10260851,71.0,8.207250928,65.16364373,55.15695067,7.5,6.0,79.13228007,77.02120384,32.55813953,14.50980392,75.68627451,9.411764706,11.3
342,E05000367,44.4,6.192181438,59.83150947,65.0,11.26635336,57.72122614,59.02777778,6.3,5.3,79.45359245,75.76491156,38.8,13.20754717,79.55974843,7.232704403,22.6
343,E05000368,43.0,7.191892775,61.69485085,65.4,9.929078014,58.86442642,55.22123894,9.1,7.3,80.05505565,78.07728552,38.6,15.12027491,76.28865979,8.934707904,12.8
344,E05000369,41.2,8.080631025,69.24211482,72.2,8.693733451,65.94772631,58.90410959,8.8,6.8,80.37763838,76.95251197,38.16326531,17.81376518,72.06477733,10.12145749,6.4
345,E05000370,38.7,4.768211921,62.55877529,66.8,8.859772266,60.88995415,57.22222222,7.3,6.1,82.47656132,78.9124649,34.57142857,11.98347107,79.75206612,8.26446281,19.3
346,E05000371,44.5,8.478643417,65.3710584,70.0,10.92329364,62.34092131,56.05633803,10.0,7.8,77.34232934,74.02000834,40.0,17.7852349,73.48993289,8.724832215,10.0
347,E05000372,26.3,4.29389313,74.46933271,76.7,6.924614506,71.41761613,48.99713467,6.8,5.1,80.33345002,78.23286956,24.13043478,17.57322176,72.38493724,10.041841,6.4
348,E05000373,33.6,5.405017921,74.49527217,77.5,7.290032423,71.88969992,52.32774674,6.1,4.9,79.98041838,77.07331124,31.11111111,15.50632911,77.84810127,6.64556962,7.6
349,E05000374,38.6,8.423752219,65.70550697,69.3,10.11556118,62.29975861,60.21314387,9.0,7.3,78.86165036,76.69193261,36.22641509,19.00826446,71.48760331,9.504132231,7.2
350,E05000375,43.1,7.442000603,63.92754004,68.6,10.27314479,61.54866523,57.20653789,8.4,6.6,78.68238587,75.18896636,39.12280702,14.92063492,76.82539683,7.936507937,14.9
351,E05000376,32.6,5.560474588,68.4399955,71.6,9.357744842,64.90479659,54.90605428,8.5,6.8,78.33597555,75.26963734,31.86046512,15.07936508,74.20634921,10.31746032,10.8
352,E05000377,39.6,8.747855918,68.6204731,72.7,9.109532915,66.03492756,61.39240506,7.9,6.6,80.59069122,77.85072894,36.72727273,18.04511278,74.06015038,7.894736842,8.2
353,E05000378,33.9,5.994098119,67.81088083,71.6,9.035804906,65.10947432,53.75,8.0,6.3,79.27342262,76.07239861,30.85106383,15.95330739,74.70817121,9.338521401,8.8
354,E05000379,35.6,5.015390186,73.01837862,75.5,7.693379791,69.69378091,52.19512195,7.7,6.3,79.81075464,77.49388517,36.21621622,13.58024691,76.54320988,9.87654321,6.2
355,E05000380,38.5,6.047516199,70.44102794,73.3,8.415487927,67.14854389,61.97802198,8.2,6.5,78.38421811,76.9685694,38.53658537,14.74103586,75.69721116,9.561752988,7.8
356,E05000381,38.8,7.050858653,68.48760749,72.6,9.920062901,65.41060044,51.33136095,8.9,7.2,78.9529183,74.77208302,35.63636364,17.94871795,74.35897436,8.058608059,7.3
357,E05000382,17.7,3.338898164,66.17727772,67.4,5.527449878,63.63751104,50.27932961,4.6,3.5,84.80236607,83.6094621,12.85714286,16.25615764,70.93596059,12.80788177,9.6
358,E05000383,10.8,1.743567935,69.2248062,69.1,4.055972419,66.29764574,46.31578947,3.5,2.8,85.32705711,83.43343864,6.785714286,14.36781609,71.83908046,13.79310345,9.8
359,E05000384,7.3,1.6318205,71.56712608,71.9,4.191745486,68.85524486,49.36708861,3.3,2.6,88.54557346,86.68722125,5.172413793,16.14906832,70.80745342,13.04347826,6.4
360,E05000385,34.4,4.440375372,69.85893417,73.9,9.52568392,66.86545455,47.5308642,7.5,6.5,83.12741223,80.44760883,30.68965517,13.93939394,74.54545455,11.51515152,5.1
361,E05000386,4.4,1.465762415,64.75796087,66.5,5.543237251,62.84871245,49.43820225,3.2,2.5,86.50877817,86.88997459,3.571428571,13.55932203,76.27118644,10.16949153,18.1
362,E05000387,32.7,5.162094763,63.03360581,65.3,9.76940243,58.92163212,54.89361702,9.3,7.1,84.72290582,80.35231162,27.93103448,15.72327044,66.66666667,16.98113208,6.1
363,E05000388,24.4,2.492906364,68.47032907,71.0,7.738202857,65.53229742,42.21105528,6.2,5.2,83.2706777,78.52847461,23.75,12.15469613,78.45303867,9.392265193,12.1
364,E05000389,42.7,8.771929825,59.2732421,65.3,14.34608541,55.90071128,56.18448637,10.4,9.1,81.70616275,80.25642654,42.5,18.13186813,70.87912088,10.98901099,6.5
365,E05000390,22.1,2.311435523,69.14660832,69.6,5.659995957,65.65841306,51.49700599,4.8,3.6,86.63604488,85.67962713,13.07692308,13.29479769,70.52023121,15.60693642,7.6
366,E05000391,20.5,4.212413175,66.35798003,67.9,6.08424337,63.77963184,63.92694064,4.5,3.5,88.79916153,85.0284784,12.43902439,18.75,68.75,12.5,7.1
367,E05000392,25.2,4.342552159,67.43275451,68.5,7.715981534,63.25146904,55.20361991,7.1,5.4,83.64162123,81.11895268,20.85714286,17.54385965,66.08187135,16.37426901,5.7
368,E05000393,39.6,8.455793785,61.84492798,66.3,12.38195173,58.11525612,55.50935551,9.6,7.9,80.93749331,77.58923779,35.86956522,20.10582011,67.1957672,13.22751323,6.8
369,E05000394,13.6,2.204764318,74.80809491,75.2,5.111206159,71.33440514,49.57264957,4.4,3.2,84.53434705,84.20198025,8.75,13.90728477,73.50993377,12.58278146,7.9
370,E05000395,4.5,1.47601476,66.2534986,67.6,5.100349843,64.13638626,45.78313253,2.3,1.8,88.92100736,86.72935838,2.8125,14.94845361,74.74226804,10.30927835,14.1
371,E05000396,11.0,1.993214589,74.30847212,74.5,4.512893983,71.1692472,42.75862069,3.6,2.7,85.04735547,84.68642527,8.709677419,15.93406593,72.52747253,11.53846154,7.1
372,E05000397,8.6,1.940700809,72.78897573,71.6,4.325,68.46153846,49.45054945,5.6,3.3,82.89016019,79.59714284,11.42857143,13.98601399,65.73426573,20.97902098,4.4
373,E05000398,37.5,7.937262357,63.35022263,67.1,11.1227702,59.6394874,53.18681319,10.6,7.7,78.11926473,75.82527225,36.97674419,18.27956989,69.89247312,11.82795699,6.1
374,E05000399,14.0,2.347066167,73.02325581,72.1,4.516129032,68.87992554,48.52941176,5.6,3.6,81.5569095,80.55754248,8.888888889,14.81481481,69.75308642,15.43209877,5.6
375,E05000400,10.2,2.668247851,75.0883095,72.9,5.444832546,68.95415043,31.21693122,5.1,3.3,83.82792639,81.83683897,8.444444444,20.41884817,63.35078534,15.70680628,5.7
376,E05000401,10.7,2.346109175,74.8289801,73.7,5.863254393,69.36391782,36.92307692,6.2,4.1,80.77686697,79.1660831,8.648648649,17.5257732,67.01030928,15.46391753,9.5
377,E05000402,16.1,4.128440367,71.58600149,72.0,6.372919818,67.43394171,43.37349398,6.5,4.4,80.62590153,79.92059763,12.8,20.77294686,66.66666667,13.04347826,7.5
378,E05000403,10.1,3.016561514,74.9426079,76.1,5.050649165,72.25841477,35.27272727,3.8,2.8,83.77966626,81.55742553,8.833333333,22.77992278,68.72586873,8.108108108,11.0
379,E05000404,15.2,3.615886189,76.37004405,74.4,5.739093604,70.14972419,35.9375,6.4,4.5,82.97931782,79.2725211,14.41860465,20.11173184,64.80446927,15.08379888,4.1
380,E05000405,17.3,3.940520446,78.54809976,76.6,5.13896172,72.67979108,39.57055215,5.6,3.6,83.71834643,81.78196234,14.6,21.05263158,65.07177033,13.87559809,3.5
381,E05000406,16.3,3.906673901,64.47787099,66.1,7.581155978,61.10456746,50.24875622,5.5,3.3,83.10431053,82.06845513,11.45833333,18.77934272,66.66666667,15.02347418,16.5
382,E05000407,9.2,2.583333333,72.35275689,71.3,5.524642289,67.37528345,33.33333333,5.0,3.2,83.68411837,81.08154274,7.2,21.0,65.5,14.0,7.2
383,E05000408,14.9,2.37802378,66.75672501,70.0,8.133439237,64.31272242,43.97905759,4.7,3.4,82.82803719,79.20620337,14.11764706,15.0862069,75.43103448,9.051724138,23.7
384,E05000409,25.6,5.259259259,68.19802523,71.9,9.250313115,65.29351184,50.94936709,6.0,4.6,78.47096544,77.09410183,22.95454545,19.04761905,71.9047619,9.047619048,14.7
385,E05000410,14.4,3.681843732,74.02960526,71.6,5.122494432,67.93273413,39.1509434,5.6,3.3,85.10290197,82.4697228,11.55555556,18.65284974,64.24870466,17.0984456,4.8
386,E05000411,12.6,2.660217654,71.91429077,69.3,5.09009009,65.79234973,29.53020134,6.9,4.1,81.81818692,81.48916235,8.571428571,18.47826087,63.04347826,17.93478261,6.1
387,E05000412,10.4,1.632653061,69.38437906,73.4,8.667687596,67.01123596,40.76923077,3.5,2.6,81.30498272,80.30070819,7.0,11.46788991,80.27522936,8.256880734,23.3
388,E05000413,12.4,2.30284597,78.1935307,77.5,4.934049829,73.66561514,39.25233645,6.2,3.5,81.3964654,80.36369726,11.25,17.12962963,68.98148148,13.42592593,7.0
389,E05000414,14.6,3.295819936,76.19410957,75.5,5.727923628,71.1613082,38.23529412,5.3,3.8,83.94699657,79.96709547,12.70833333,19.90291262,66.50485437,13.59223301,6.2
390,E05000415,7.0,2.036987403,76.9382716,74.9,4.226190476,71.74494649,28.04232804,4.4,2.8,86.08797039,83.57793296,6.4,22.44897959,62.75510204,14.28571429,4.7
391,E05000416,29.5,3.763676149,66.2225097,69.5,8.668297798,63.49939247,47.01754386,5.9,4.4,79.52401219,76.37396103,27.5,11.32075472,80.66037736,8.490566038,17.7
392,E05000417,29.9,5.377136123,75.27162813,79.1,8.163063863,72.64777075,41.16743472,5.9,4.5,77.9579125,75.95606543,27.75862069,15.59633028,77.67584098,6.727828746,7.1
393,E05000418,19.7,3.804247461,80.31898887,82.2,5.26193248,77.89796114,51.28205128,4.4,3.4,79.62762967,77.0293554,18.88888889,15.8490566,77.35849057,6.79245283,5.4
394,E05000419,26.2,4.36610608,80.04453103,82.3,6.249330046,77.11841989,49.66740576,5.8,4.2,76.66466817,73.98484703,24.44444444,14.63414634,78.7456446,6.968641115,5.3
395,E05000420,43.8,9.694163861,64.88669139,72.9,14.38112679,62.41558034,51.66666667,7.2,5.8,80.31271342,76.60008845,38.37209302,20.63953488,72.96511628,6.104651163,9.6
396,E05000421,31.7,5.157462346,76.98477656,80.8,7.800660579,74.49764521,51.84501845,5.9,4.7,80.8642905,76.45258953,30.22727273,12.65822785,81.64556962,6.012658228,7.2
397,E05000422,34.8,8.007386268,69.6890103,74.8,10.99973622,66.58772449,47.85133566,7.0,5.4,80.88017587,77.68085207,32.91666667,22.46376812,69.20289855,8.333333333,6.0
398,E05000423,23.6,5.132145052,75.27140061,78.7,8.05864726,72.31481481,44.97444634,5.6,4.4,80.88563396,77.33313673,20.78125,18.50649351,74.02597403,7.467532468,7.6
399,E05000424,31.2,7.474014189,68.7943972,74.1,11.55981827,65.50757151,46.47887324,7.2,5.2,76.57874497,74.3536183,26.58227848,22.74247492,68.22742475,9.364548495,6.2
400,E05000425,38.5,7.216638749,73.51680577,78.2,9.03975648,71.09076491,50.43263288,5.8,4.5,77.55176529,75.34465774,33.62318841,16.01123596,77.80898876,6.460674157,8.4
401,E05000426,36.7,4.769384549,74.34453782,77.5,7.253564786,71.88275807,47.06959707,6.0,4.5,78.84186544,77.48107996,33.06122449,13.79310345,78.9968652,7.210031348,9.5
402,E05000427,35.5,6.541778174,71.10942105,74.5,9.076831447,67.76455966,47.61904762,7.0,5.5,79.23321538,76.14909341,30.35087719,16.05351171,74.5819398,9.364548495,8.5
403,E05000428,25.1,4.444085326,75.60864411,78.9,7.94796108,72.66764477,45.45454545,5.6,4.1,80.55900368,77.47796495,20.87719298,17.44966443,74.83221477,7.718120805,6.2
404,E05000429,35.5,7.110627042,71.21637533,77.0,10.56227599,68.89559965,49.40239044,5.6,4.7,80.03554903,78.24063335,34.28571429,18.21192053,74.50331126,6.953642384,8.6
405,E05000430,25.1,4.983606557,74.58632233,78.0,8.361320208,71.44920993,44.32624113,6.3,4.7,79.18932953,77.25192414,22.5,18.36734694,73.46938776,8.163265306,5.6
406,E05000431,26.4,5.757009346,70.35790762,73.6,9.781077967,66.38718794,41.12149533,6.8,4.7,81.45965592,79.5313654,23.42857143,20.27491409,68.72852234,11.34020619,7.3
407,E05000432,29.6,5.62908627,74.1962383,77.9,8.692714784,71.16903633,43.36973479,5.8,4.1,79.77415785,78.0591468,26.06060606,19.20529801,72.18543046,8.278145695,6.3
408,E05000433,29.5,6.433095804,74.31797853,78.0,8.714479026,71.18286378,48.16753927,5.9,4.5,81.93373113,78.42490203,27.45762712,20.37735849,71.69811321,7.924528302,6.5
409,E05000434,23.5,5.628517824,73.96486826,77.4,8.886644787,70.52960719,45.67062818,5.6,4.3,81.25244695,78.71935009,19.84615385,21.89781022,68.61313869,9.489051095,5.9
410,E05000435,38.3,8.411356086,70.53774742,76.4,10.84126463,68.13811554,48.72318693,6.1,5.2,80.00921553,77.84976021,34.67532468,20.625,72.5,6.875,8.0
411,E05000436,38.9,7.21938355,67.62732684,73.6,11.99221601,64.81547832,46.03825137,7.1,5.9,79.66278521,77.1839765,34.83333333,16.72240803,75.91973244,7.357859532,9.8
412,E05000437,37.6,9.546422139,64.88014236,69.5,12.28070175,60.96380879,46.43226474,8.9,6.9,78.76938216,76.03918132,32.98850575,24.25249169,65.11627907,10.63122924,5.8
413,E05000438,23.3,4.265919352,74.14123099,76.5,7.774929818,70.59702887,40.5511811,6.3,4.7,80.28075399,77.86627991,19.3442623,18.27586207,71.03448276,11.03448276,5.6
414,E05000439,29.7,4.599865501,71.26582278,76.2,9.535361075,68.94197952,39.62558502,5.2,4.0,79.19692862,76.0087736,24.375,15.59888579,77.99442897,6.406685237,15.1
415,E05000440,23.8,4.884453782,70.16239483,73.0,9.854822835,65.81334771,36.44366197,7.0,4.7,80.57682122,77.27506282,18.27160494,20.32258065,68.06451613,11.61290323,6.9
416,E05000441,20.6,4.183298739,73.87674702,76.5,8.086717137,70.28947368,39.42505133,6.2,4.6,82.65751728,79.5588039,20.73529412,20.1986755,70.1986755,9.602649007,6.3
417,E05000442,37.6,9.321894077,63.57550483,68.2,13.08177947,59.25925926,49.24242424,9.6,6.8,79.87319437,76.53574529,35.05882353,24.06779661,63.05084746,12.88135593,5.8
418,E05000443,41.9,10.60584048,63.65492598,70.9,13.49124614,61.32879046,51.06007067,6.6,5.2,79.0272363,76.83398047,37.44444444,23.01136364,71.02272727,5.965909091,11.3
419,E05000444,23.8,5.456501691,73.61627225,76.9,8.920965452,70.04549591,40.94052559,5.9,4.4,79.51896083,77.46059494,19.29577465,21.19205298,68.87417219,9.933774834,6.4
420,E05000445,28.6,6.535101909,69.33880062,71.6,9.462112289,64.83598875,46.80851064,8.3,5.5,79.66200807,76.98255017,24.72972973,20.13422819,67.11409396,12.75167785,5.1
421,E05000446,24.2,4.54703228,70.4674489,74.9,10.39621526,67.10957569,38.72727273,6.0,4.8,80.00383437,77.93575834,21.74603175,18.18181818,73.06397306,8.754208754,13.0
422,E05000447,19.0,3.971518987,75.10569266,76.5,7.235357016,70.98827166,40.16563147,6.6,4.7,81.09446439,78.48521383,17.87878788,19.59459459,68.91891892,11.48648649,5.6
423,E05000448,34.8,6.811706812,69.5737192,74.4,10.44539232,66.63714201,50.53507729,7.3,5.2,77.34791294,74.93374548,28.55263158,19.09814324,72.94429708,7.957559682,8.2
424,E05000449,35.3,8.013990268,64.61591339,72.1,13.53443369,62.36453202,47.06586826,6.4,5.2,76.14314168,74.55538156,31.18421053,19.70149254,74.62686567,5.671641791,15.0
425,E05000450,29.7,6.545400328,72.93253786,75.9,8.765794224,69.2854695,47.54768392,6.7,4.6,80.53723863,78.50030838,26.93333333,20.50473186,69.71608833,9.779179811,5.8
426,E05000451,31.2,7.191945022,66.24562767,72.3,12.5015753,63.29656304,46.58792651,8.0,5.9,79.41588313,77.64461711,25.64102564,21.83544304,69.30379747,8.860759494,8.1
427,E05000452,31.7,6.256440453,69.09656733,72.2,10.39319108,64.73542912,40.7079646,8.1,5.5,77.86781999,75.00887114,28.37837838,20.44025157,67.9245283,11.63522013,6.9
428,E05000453,30.4,6.053975201,70.56872824,75.4,10.02289759,67.87845477,40.87791495,6.2,4.8,79.71975201,77.45530595,27.73333333,18.99109792,73.88724036,7.121661721,12.0
429,E05000454,34.0,9.227428985,64.76169215,69.3,12.09101725,60.91302556,44.81955763,8.5,6.2,80.86938727,78.52120945,29.42528736,24.57337884,64.16382253,11.26279863,6.3
430,E05000455,16.5,2.583187391,80.31697342,80.9,4.537286613,77.27272727,43.71859296,4.7,3.4,81.02851866,79.76599407,15.94594595,17.37089202,73.70892019,8.920187793,5.4
431,E05000456,9.1,1.913043478,75.90302636,73.1,4.968329375,69.43881979,31.74603175,5.9,3.8,84.10420702,82.73249721,9.024390244,17.27748691,65.96858639,16.7539267,5.3
432,E05000457,17.6,2.777150598,76.70591062,78.1,5.793304221,73.58726549,36.88888889,5.2,4.2,81.35354918,79.20551958,17.2972973,15.625,76.33928571,8.482142857,9.2
433,E05000458,30.4,7.476851852,65.70974997,69.6,10.96614951,61.92519926,43.96396396,7.8,5.3,79.74297655,77.00648735,28.4375,23.30508475,65.25423729,11.01694915,7.1
434,E05000459,6.3,1.294498382,83.16991073,82.0,3.418945964,79.20941048,31.1827957,3.4,2.3,85.69196297,83.17986882,4.571428571,18.22916667,71.35416667,10.41666667,3.9
435,E05000460,27.9,7.266272189,66.28932473,70.7,10.86466817,62.99289738,42.88425047,6.6,5.0,79.05610966,77.63986707,23.01587302,23.70689655,66.81034483,9.482758621,8.3
436,E05000461,17.9,3.527030934,71.62784009,73.3,8.216216216,67.29194188,38.79781421,5.2,3.8,82.83959014,81.13231653,13.48837209,18.81188119,69.8019802,11.38613861,8.8
